contrastive_loss,nupdates,value_loss,explained_variance,reconstruct_loss,policy_loss,atten_decoder_loss,policy_entropy,fps,atten_encoder_loss,total_timesteps,ep_len_mean,ep_reward_mean,fps_eval,explained_variance_eval,total_timesteps_eval,ep_len_mean_eval,ep_reward_mean_eval
2.0,1,0.03747927397489548,1.7881393432617188e-07,0.017191259190440178,0.035195305943489075,0.0003398412372916937,1.3803308010101318,282,0.0,15070080,173.36,1.2,,,,,
1.999798059463501,500,0.0024661137722432613,2.384185791015625e-07,0.01742178574204445,-0.02640553191304207,0.0004481918294914067,1.385286569595337,277,0.0,15110000,180.77,1.34,,,,,
2.0,1000,0.02688179537653923,5.960464477539063e-08,0.017370153218507767,0.00908418744802475,0.00047681061550974846,1.3852282762527466,277,0.0,15150000,181.87,1.33,,,,,
,,,,,,,,,,,,,448,0.0,15170080,163.48,0.96
2.0,1,0.012682287022471428,0.0,0.017301954329013824,0.0081720482558012,0.0005397596396505833,1.3836047649383545,274,0.0,15180080,172.19,1.12,,,,,
2.0,500,0.0030089453794062138,0.0,0.017128922045230865,-0.026518220081925392,0.0004885867238044739,1.3828976154327393,265,0.0,15220000,174.42,1.24,,,,,
1.9999901056289673,1000,0.02654193341732025,5.960464477539063e-08,0.01751088909804821,0.008327273651957512,0.0004432912392076105,1.3827266693115234,267,0.0,15260000,176.1,1.29,,,,,
,,,,,,,,,,,,,445,5.960464477539063e-08,15280080,164.83,1.0
2.0,1,0.023575734347105026,0.0,0.017356524243950844,-0.11698446422815323,0.00039353634929284453,1.3858760595321655,246,0.0,15290080,184.14,1.48,,,,,
2.0,500,0.011437559500336647,-2.384185791015625e-07,0.01709442213177681,-0.07455676048994064,0.000411071116104722,1.3856955766677856,263,0.0,15330000,188.99,1.58,,,,,
2.0,1000,0.05267567187547684,5.960464477539063e-08,0.01752949319779873,0.028985807672142982,0.0003817339602392167,1.3859732151031494,263,0.0,15370000,190.98,1.64,,,,,
,,,,,,,,,,,,,395,0.0,15390080,176.39,1.25
2.0,1,8.226157660828903e-05,0.0,0.01734399050474167,-0.011402817443013191,0.00038412827416323125,1.3835190534591675,269,0.00048339838394895196,15400080,195.67,1.64,,,,,
2.0,500,0.003392002312466502,0.0,0.017382023856043816,-0.027849793434143066,0.00041505685658194125,1.3798279762268066,264,0.0,15440000,190.84,1.63,,,,,
2.0,1000,0.025412533432245255,-1.1920928955078125e-07,0.017340879887342453,0.019133921712636948,0.00040819495916366577,1.378666639328003,264,0.0,15480000,185.71,1.46,,,,,
,,,,,,,,,,,,,425,-2.384185791015625e-07,15500080,192.78,1.6
2.0,1,0.0044780997559428215,0.0,0.017346598207950592,-0.03354980796575546,0.00048177680582739413,1.3820604085922241,277,0.0,15510080,199.38,1.89,,,,,
2.0,500,0.003921746276319027,-1.1920928955078125e-07,0.016984818503260612,-0.031097080558538437,0.00043074219138361514,1.382049322128296,265,0.0,15550000,183.28,1.37,,,,,
2.0,1000,0.02011776529252529,0.0,0.01725979894399643,-0.036525458097457886,0.0004720179713331163,1.3842722177505493,263,0.0,15590000,192.21,1.72,,,,,
,,,,,,,,,,,,,432,-2.384185791015625e-07,15610080,192.81,1.65
2.0,1,0.07831299304962158,-2.384185791015625e-07,0.017218604683876038,0.055202145129442215,0.00048962322762236,1.3846124410629272,287,0.0,15620080,184.51,1.38,,,,,
2.0,500,0.0031735002994537354,-1.1920928955078125e-07,0.01744774356484413,-0.028012603521347046,0.0004662777646444738,1.3850152492523193,274,0.0,15660000,180.05,1.36,,,,,
2.0,1000,0.0022051744163036346,-1.1920928955078125e-07,0.017404520884156227,-0.02508370950818062,0.00048618571599945426,1.3845736980438232,274,0.0,15700000,179.73,1.31,,,,,
,,,,,,,,,,,,,366,1.7881393432617188e-07,15720080,186.91,1.53
2.0,1,0.06066753715276718,-6.4373016357421875e-06,0.017525168135762215,0.0685078576207161,0.00048444251297041774,1.384959101676941,273,0.0004833984130527824,15730080,172.64,1.09,,,,,
2.0,500,0.04974866285920143,0.0,0.017337869852781296,0.04653402417898178,0.00048433561460115016,1.3821948766708374,269,0.0,15770000,187.38,1.52,,,,,
2.0,1000,0.09457416832447052,0.0,0.017487097531557083,0.060307931154966354,0.0005594532121904194,1.381271243095398,266,0.0,15810000,184.19,1.42,,,,,
,,,,,,,,,,,,,448,0.0,15830080,197.99,1.75
2.0,1,0.012241795659065247,-1.1920928955078125e-07,0.017437724396586418,-0.06857087463140488,0.00042212934931740165,1.3829023838043213,247,0.0,15840080,182.09,1.34,,,,,
2.000030755996704,500,0.09237257391214371,0.0,0.017459414899349213,0.06860905140638351,0.00048052091733552516,1.3831074237823486,271,0.0,15880000,192.1,1.72,,,,,
1.9999947547912598,1000,0.06370793282985687,0.0,0.017428571358323097,0.04874122142791748,0.0004933477030135691,1.3790600299835205,272,0.0,15920000,179.86,1.36,,,,,
,,,,,,,,,,,,,472,0.0,15940080,193.33,1.62
2.0,1,0.05043467879295349,5.960464477539063e-08,0.017229491844773293,0.0479060523211956,0.00047107189311645925,1.384993314743042,279,0.0,15950080,199.63,1.91,,,,,
2.0,500,0.01504393108189106,0.0,0.017401153221726418,-0.011997729539871216,0.0004991163732483983,1.3837357759475708,275,0.0,15990000,179.75,1.33,,,,,
2.0,1000,0.0014144087908789515,7.212162017822266e-06,0.017373893409967422,-0.017205847427248955,0.0005097707035019994,1.3787665367126465,275,0.0,16030000,177.7,1.24,,,,,
,,,,,,,,,,,,,457,-1.1920928955078125e-07,16050080,193.96,1.68
2.0,1,0.00199350924231112,1.1920928955078125e-07,0.017534349113702774,-0.02110118791460991,0.0004549437144305557,1.3794434070587158,260,0.0,16060080,168.16,1.02,,,,,
2.0,500,0.0017065487336367369,0.0,0.0173542108386755,-0.01988854631781578,0.0004400938341859728,1.3838911056518555,270,0.0,16100000,180.36,1.31,,,,,
2.0,1000,0.006060583051294088,1.1920928955078125e-07,0.01732122153043747,-0.04116508364677429,0.0004982783575542271,1.38547945022583,272,0.0,16140000,188.4,1.55,,,,,
,,,,,,,,,,,,,439,5.960464477539063e-08,16160080,191.58,1.63
2.0,1,0.008660076186060905,0.0,0.017332296818494797,-0.05469614267349243,0.0005050105974078178,1.3856873512268066,245,0.0,16170080,193.87,1.65,,,,,
2.0,500,0.040153034031391144,0.0,0.017250381410121918,0.016350585967302322,0.0004896553000435233,1.3859283924102783,263,0.0,16210000,182.5,1.4,,,,,
2.0,1000,0.061181388795375824,-2.384185791015625e-07,0.017384497448801994,0.06482669711112976,0.00043436657870188355,1.3835561275482178,265,0.0,16250000,181.12,1.33,,,,,
,,,,,,,,,,,,,437,0.0,16270080,183.47,1.39
2.0,1,0.0026849161367863417,0.0,0.01744290441274643,-0.029229726642370224,0.00046974438009783626,1.3823981285095215,278,0.0,16280080,176.26,1.24,,,,,
2.0,500,0.03734566271305084,1.1920928955078125e-07,0.017329057678580284,0.03970218449831009,0.00046404870226979256,1.3838424682617188,266,0.0004833981511183083,16320000,173.38,1.12,,,,,
2.0,1000,0.004430568311363459,0.0,0.01721266098320484,-0.037905097007751465,0.0004935660399496555,1.3862038850784302,267,0.0,16360000,167.74,1.02,,,,,
,,,,,,,,,,,,,414,-1.1920928955078125e-07,16380080,177.92,1.28
2.0,1,0.0008579595014452934,-1.1920928955078125e-07,0.017264356836676598,-0.013340132310986519,0.0004227121244184673,1.3846275806427002,288,0.0,16390080,181.04,1.29,,,,,
2.0,500,0.05321701616048813,0.0,0.01747833751142025,0.019578447565436363,0.00042956174002029,1.384441614151001,264,0.0,16430000,176.73,1.23,,,,,
2.0,1000,0.049598872661590576,0.0,0.017473040148615837,0.048109181225299835,0.00042604850023053586,1.3767974376678467,265,0.0,16470000,171.51,1.13,,,,,
,,,,,,,,,,,,,412,0.0,16490080,176.46,1.25
2.0,1,0.006026284769177437,-1.1920928955078125e-07,0.017423847690224648,-0.04145883023738861,0.00041387308738194406,1.3770514726638794,252,0.0,16500080,182.73,1.44,,,,,
2.0,500,0.07442580163478851,0.0,0.017511192709207535,0.07344795763492584,0.00043913343688473105,1.3833999633789062,267,0.0,16540000,182.71,1.36,,,,,
2.0,1000,0.029499059543013573,0.0,0.017455652356147766,-0.003702149260789156,0.0004923453670926392,1.38279128074646,266,0.0,16580000,179.71,1.28,,,,,
,,,,,,,,,,,,,352,5.960464477539063e-08,16600080,186.24,1.51
2.0,1,0.005095082800835371,0.0,0.01750730723142624,-0.045715995132923126,0.0004396173171699047,1.3838534355163574,232,0.0,16610080,179.81,1.3,,,,,
2.0,500,0.026056308299303055,-1.1920928955078125e-07,0.01715390756726265,0.01609889604151249,0.00047735971747897565,1.3855922222137451,261,0.0,16650000,173.72,1.2,,,,,
2.0,1000,0.008553414605557919,0.0,0.017068717628717422,-0.06500203907489777,0.0003693820326589048,1.3837487697601318,262,0.0,16690000,174.96,1.16,,,,,
,,,,,,,,,,,,,384,0.0,16710080,181.83,1.39
2.0,1,0.005294158589094877,0.0,0.017554039135575294,-0.038967378437519073,0.0004737447015941143,1.3848187923431396,263,0.0,16720080,180.34,1.38,,,,,
2.0,500,0.0028228170704096556,-1.1920928955078125e-07,0.017354611307382584,-0.033573318272829056,0.0004903626395389438,1.3857284784317017,262,0.0,16760000,180.73,1.35,,,,,
2.0,1000,0.0023700243327766657,1.1920928955078125e-07,0.017321331426501274,-0.026752064004540443,0.00041955886990763247,1.3846426010131836,263,0.0,16800000,176.51,1.26,,,,,
,,,,,,,,,,,,,411,5.960464477539063e-08,16820080,174.64,1.14
2.0,1,0.04977653920650482,-1.1920928955078125e-07,0.017278941348195076,0.047779541462659836,0.0004713624657597393,1.3815252780914307,284,0.0,16830080,189.03,1.53,,,,,
2.0,500,0.001628704136237502,0.0,0.017503075301647186,-0.01980881206691265,0.00048350062570534647,1.3847482204437256,269,0.0,16870000,171.96,1.08,,,,,
2.0,1000,0.10232014954090118,5.960464477539063e-08,0.01744590327143669,0.09092758595943451,0.0004792820254806429,1.3824671506881714,267,0.0,16910000,190.83,1.57,,,,,
,,,,,,,,,,,,,447,-1.1920928955078125e-07,16930080,169.29,1.02
2.0,1,0.06030722334980965,0.0,0.017549913376569748,0.07664359360933304,0.0004690159985329956,1.3837816715240479,278,0.0,16940080,181.29,1.39,,,,,
2.0,500,0.0017472913023084402,0.0,0.01729370467364788,-0.01942881941795349,0.0004885456874035299,1.3829586505889893,270,0.0,16980000,175.41,1.17,,,,,
2.0,1000,0.05131968855857849,1.1920928955078125e-07,0.017472170293331146,0.03684414178133011,0.0004272283986210823,1.383946180343628,273,0.0,17020000,178.82,1.26,,,,,
,,,,,,,,,,,,,377,1.1920928955078125e-07,17040080,184.33,1.41
2.0,1,0.0006285410490818322,1.1920928955078125e-07,0.017442181706428528,-0.012628922238945961,0.0004608708550222218,1.3848313093185425,272,0.0,17050080,168.75,1.05,,,,,
2.0,500,0.060604341328144073,0.0,0.0172633808106184,0.06734627485275269,0.00043864856706932187,1.3840365409851074,270,0.0,17090000,172.99,1.18,,,,,
2.0,1000,0.00438338378444314,1.1920928955078125e-07,0.017269251868128777,-0.04078773409128189,0.00041047605918720365,1.38350248336792,271,0.0,17130000,171.08,1.12,,,,,
,,,,,,,,,,,,,434,0.0,17150080,182.78,1.39
2.0,1,0.03898400068283081,0.0,0.01732635498046875,0.024113211780786514,0.0004559385124593973,1.3860340118408203,262,0.0,17160080,177.08,1.27,,,,,
2.0,500,0.09646527469158173,1.7881393432617188e-07,0.017263535410165787,0.12065321207046509,0.0003782592830248177,1.3836772441864014,271,0.0,17200000,191.31,1.54,,,,,
1.99993896484375,1000,0.060623764991760254,0.0,0.017317526042461395,0.06498737633228302,0.00044148421147838235,1.383003830909729,271,0.0,17240000,186.2,1.45,,,,,
,,,,,,,,,,,,,364,-1.1920928955078125e-07,17260080,182.13,1.34
2.0,1,0.0013750467915087938,1.1920928955078125e-07,0.017337733879685402,-0.01944829896092415,0.0004953080206178129,1.3846435546875,261,0.0,17270080,184.95,1.53,,,,,
2.0,500,5.4806063417345285e-05,0.0,0.017587440088391304,-0.00930476002395153,0.0004408256500028074,1.3855822086334229,272,0.0,17310000,185.87,1.5,,,,,
2.0,1000,0.007339536212384701,0.0,0.017231112346053123,-0.057530440390110016,0.0005230185342952609,1.3856070041656494,268,0.0,17350000,179.35,1.3,,,,,
,,,,,,,,,,,,,403,0.0,17370080,186.99,1.5
2.0,1,0.000889300717972219,0.0,0.017286894842982292,-0.013809030875563622,0.00043612992158159614,1.3848412036895752,274,0.0,17380080,168.09,1.08,,,,,
2.0,500,0.004569154232740402,-2.384185791015625e-07,0.017275391146540642,-0.03828016668558121,0.0003992369747720659,1.3857498168945312,243,0.0,17420000,178.39,1.28,,,,,
2.0,1000,0.0027979915030300617,0.0,0.01729636639356613,-0.029940566048026085,0.0004345396882854402,1.3854389190673828,241,0.0,17460000,187.36,1.54,,,,,
,,,,,,,,,,,,,398,0.0,17480080,176.92,1.28
2.0,1,0.004721669014543295,0.0,0.017268391326069832,-0.04197651147842407,0.00048393927863799036,1.3851687908172607,215,0.0,17490080,184.69,1.49,,,,,
2.0,500,0.039976559579372406,0.0,0.017390336841344833,0.01776709593832493,0.0005250151734799147,1.3783897161483765,262,0.0,17530000,171.14,1.1,,,,,
2.0,1000,0.0043283673003315926,0.0,0.017353754490613937,-0.03348151966929436,0.0004101738450117409,1.3831491470336914,263,0.0,17570000,192.26,1.6,,,,,
,,,,,,,,,,,,,412,0.0,17590080,176.7,1.34
2.0,1,0.00553207378834486,-1.1920928955078125e-07,0.017045872285962105,-0.04396367818117142,0.00037554441951215267,1.3850088119506836,232,0.0,17600080,178.41,1.3,,,,,
2.0,500,0.001979127060621977,0.0,0.017584552988409996,-0.025129050016403198,0.0004299790016375482,1.3852252960205078,246,0.0,17640000,172.88,1.16,,,,,
2.0,1000,0.06338654458522797,0.0,0.01734906993806362,0.058522243052721024,0.0004558629298117012,1.3855894804000854,243,0.0,17680000,177.4,1.31,,,,,
,,,,,,,,,,,,,458,0.0,17700080,170.82,1.16
2.0,1,0.005321667063981295,0.0,0.017194803804159164,-0.046627290546894073,0.0004607187584042549,1.386263132095337,238,0.0,17710080,168.26,1.03,,,,,
2.0,500,0.007180857006460428,0.0,0.017289815470576286,-0.0560024194419384,0.00042249710531905293,1.3859632015228271,231,0.0,17750000,179.46,1.3,,,,,
2.0,1000,0.06968778371810913,0.0,0.017416248098015785,0.011326739564538002,0.0004681411664932966,1.3849663734436035,232,0.0,17790000,178.09,1.29,,,,,
,,,,,,,,,,,,,364,0.0,17810080,172.07,1.13
2.0,1,0.00233059236779809,0.0,0.0174357071518898,-0.02384500578045845,0.0004708280321210623,1.3841361999511719,249,0.0,17820080,182.17,1.42,,,,,
2.0,500,0.05187632888555527,0.0,0.01735520362854004,-0.02986953780055046,0.0004482405784074217,1.3797376155853271,245,0.0,17860000,177.22,1.26,,,,,
2.0,1000,0.029466038569808006,0.0,0.017257200554013252,-0.0028760924469679594,0.0004607438459061086,1.3819726705551147,246,0.0,17900000,203.28,1.95,,,,,
,,,,,,,,,,,,,446,0.0,17920080,178.77,1.32
1.9999661445617676,1,5.235839489614591e-05,0.0,0.017291324213147163,-0.00911690853536129,0.00046765111619606614,1.385725498199463,268,0.0,17930080,191.21,1.64,,,,,
2.0,500,0.004048398230224848,1.1920928955078125e-07,0.017400816082954407,-0.036088112741708755,0.0004703358863480389,1.386224389076233,270,0.0,17970000,180.05,1.35,,,,,
2.0,1000,3.890534571837634e-05,-1.1920928955078125e-07,0.017415348440408707,-0.007788022514432669,0.000473921827506274,1.3833680152893066,269,0.0,18010000,179.97,1.29,,,,,
,,,,,,,,,,,,,459,0.0,18030080,185.82,1.47
2.0,1,4.015747254015878e-05,0.0,0.01757000759243965,-0.007889199070632458,0.0005028823507018387,1.3823606967926025,260,0.0,18040080,177.63,1.27,,,,,
2.0,500,0.07435546815395355,0.0,0.017093440517783165,0.08511362969875336,0.0005344634409993887,1.3828742504119873,275,0.0,18080000,175.99,1.22,,,,,
2.0,1000,0.016444602981209755,0.0,0.017321638762950897,-0.018556702882051468,0.0005074591026641428,1.3858742713928223,277,0.0,18120000,173.34,1.16,,,,,
,,,,,,,,,,,,,383,5.960464477539063e-08,18140080,183.66,1.45
2.0,1,0.0055513340048491955,-1.1920928955078125e-07,0.01725887693464756,-0.04211609438061714,0.0005091582424938679,1.3850719928741455,282,0.0,18150080,174.72,1.2,,,,,
2.0,500,0.004368816968053579,0.0,0.017037630081176758,-0.03572626784443855,0.0004966313135810196,1.380781888961792,271,0.0,18190000,176.4,1.29,,,,,
2.0,1000,0.00475644413381815,0.0,0.017333609983325005,-0.04118642210960388,0.00042490800842642784,1.3800169229507446,272,0.0,18230000,182.39,1.42,,,,,
,,,,,,,,,,,,,429,1.7881393432617188e-07,18250080,181.33,1.41
2.0,1,0.08390866219997406,1.1920928955078125e-07,0.017150575295090675,0.10722748935222626,0.00046841250150464475,1.3814446926116943,305,0.0,18260080,185.92,1.48,,,,,
2.0,500,0.059275638312101364,0.0,0.017435170710086823,0.07545758783817291,0.00044812131091021,1.3831017017364502,286,0.0,18300000,182.84,1.51,,,,,
2.0,1000,0.023638812825083733,0.0,0.017308970913290977,-0.05771413445472717,0.0004640520492102951,1.3843567371368408,286,0.0,18340000,179.93,1.28,,,,,
,,,,,,,,,,,,,430,0.0,18360080,176.81,1.24
2.0,1,0.004790511913597584,0.0,0.01687547378242016,-0.03481938689947128,0.0004649871843867004,1.3783299922943115,278,0.0,18370080,195.5,1.67,,,,,
2.0,500,0.03727702423930168,-2.384185791015625e-07,0.017315708100795746,0.03589775040745735,0.00042677935562096536,1.380455493927002,282,0.0,18410000,201.04,1.81,,,,,
2.0,1000,0.01414395123720169,0.0,0.01738196425139904,-0.005480804480612278,0.00048669095849618316,1.384709358215332,279,0.0,18450000,191.19,1.55,,,,,
,,,,,,,,,,,,,416,0.0,18470080,186.1,1.45
2.0,1,0.09937941282987595,0.0,0.017317580059170723,0.10504138469696045,0.00041300649172626436,1.3820550441741943,274,0.0,18480080,185.54,1.49,,,,,
2.0,500,0.007103716488927603,0.0,0.01733940653502941,-0.053982652723789215,0.00047549488954246044,1.3840023279190063,273,0.0,18520000,180.01,1.31,,,,,
2.0,1000,0.004953752271831036,0.0,0.01717003993690014,-0.04109684377908707,0.0004747308266814798,1.3853681087493896,272,0.0,18560000,195.05,1.72,,,,,
,,,,,,,,,,,,,395,0.0,18580080,198.36,1.77
2.0,1,0.015324565581977367,0.0,0.017165398225188255,-0.01322620827704668,0.0004648062458727509,1.3850610256195068,276,0.0,18590080,171.72,1.09,,,,,
2.0,500,0.00526194553822279,0.0,0.01745039038360119,-0.046508241444826126,0.0004653027863241732,1.3853734731674194,274,0.0,18630000,175.11,1.24,,,,,
2.0,1000,0.000930488109588623,0.0,0.017259620130062103,-0.014692040160298347,0.00045028640306554735,1.3814496994018555,276,0.0,18670000,187.74,1.53,,,,,
,,,,,,,,,,,,,486,0.0,18690080,195.28,1.73
2.0,1,0.050960928201675415,0.0,0.017230050638318062,0.043028995394706726,0.00046483628102578223,1.3845020532608032,266,0.0,18700080,174.41,1.15,,,,,
2.0,500,0.04353819042444229,-1.1920928955078125e-07,0.017228247597813606,-0.0017085641156882048,0.00047980769886635244,1.3851821422576904,279,0.0,18740000,196.67,1.73,,,,,
2.0,1000,0.0021451280917972326,-1.1920928955078125e-07,0.01740312948822975,-0.021081214770674706,0.00045849476009607315,1.385681390762329,280,0.0,18780000,192.78,1.67,,,,,
,,,,,,,,,,,,,393,0.0,18800080,180.51,1.39
2.0,1,0.041109271347522736,0.0,0.017441270872950554,0.009712839499115944,0.0004913664888590574,1.3858669996261597,289,0.0,18810080,183.33,1.38,,,,,
2.0,500,0.04955175518989563,0.0,0.016989966854453087,0.04916996881365776,0.00046178424963727593,1.385000467300415,291,0.0,18850000,184.04,1.42,,,,,
2.0,1000,0.014737298712134361,0.0,0.017404990270733833,-0.006323467008769512,0.0004832101403735578,1.3861827850341797,292,0.0,18890000,168.92,1.05,,,,,
,,,,,,,,,,,,,344,-1.1920928955078125e-07,18910080,175.72,1.23
2.0,1,0.006015795283019543,0.0,0.017371566966176033,-0.049660127609968185,0.0004996352945454419,1.3855807781219482,286,0.0,18920080,177.85,1.28,,,,,
2.0,500,0.03665710240602493,-2.384185791015625e-07,0.017447087913751602,0.040151678025722504,0.0005437567597255111,1.3813045024871826,285,0.0,18960000,174.71,1.18,,,,,
2.0,1000,0.02586633339524269,-1.1920928955078125e-07,0.017204226925969124,0.015372765250504017,0.0004864339716732502,1.3823482990264893,287,0.0,19000000,178.31,1.27,,,,,
,,,,,,,,,,,,,480,-2.384185791015625e-07,19020080,174.53,1.2
2.0,1,0.0023024871479719877,0.0,0.017285697162151337,-0.02289554663002491,0.0004972626338712871,1.3835021257400513,298,0.0,19030080,183.77,1.36,,,,,
2.0,500,0.06063491851091385,5.960464477539063e-08,0.01741541363298893,0.07623480260372162,0.0005395992193371058,1.3813459873199463,283,0.0,19070000,174.4,1.22,,,,,
2.0,1000,0.004428698681294918,0.0,0.01747630350291729,-0.0352143794298172,0.0004129346343688667,1.382399320602417,283,0.0,19110000,178.15,1.27,,,,,
,,,,,,,,,,,,,418,0.0,19130080,182.22,1.43
2.0,1,0.12515845894813538,0.0,0.017274649813771248,0.12182966619729996,0.0004999868688173592,1.3829138278961182,247,0.0,19140080,170.1,1.07,,,,,
2.0,500,0.07935182005167007,-1.1920928955078125e-07,0.017417846247553825,0.03892967849969864,0.0004759920702781528,1.3815457820892334,278,0.0,19180000,169.49,1.07,,,,,
2.0,1000,0.06374410539865494,2.384185791015625e-07,0.017211446538567543,0.049061089754104614,0.0005019695381633937,1.3836603164672852,278,0.0,19220000,175.58,1.18,,,,,
,,,,,,,,,,,,,408,0.0,19240080,191.44,1.57
2.0,1,0.01015558186918497,0.0,0.017532408237457275,-0.06795728206634521,0.0004937970661558211,1.3855772018432617,304,0.0,19250080,187.63,1.49,,,,,
2.0,500,0.04789571836590767,0.0,0.01744551956653595,0.06154513359069824,0.0005435323109850287,1.3857086896896362,284,0.0,19290000,184.01,1.44,,,,,
2.0,1000,0.003173405770212412,0.0,0.01734837144613266,-0.02746836468577385,0.00044499151408672333,1.3850889205932617,286,0.0,19330000,185.51,1.42,,,,,
,,,,,,,,,,,,,486,0.0,19350080,188.05,1.5
2.0,1,0.03740466758608818,0.0,0.017328396439552307,0.03460702300071716,0.00045288880937732756,1.385892629623413,284,0.0,19360080,185.86,1.41,,,,,
2.0,500,0.0021193118300288916,0.0,0.017263492569327354,-0.02398740127682686,0.0004804918426088989,1.38336980342865,283,0.0,19400000,175.83,1.23,,,,,
2.0,1000,0.00814868975430727,1.7881393432617188e-07,0.01747860200703144,-0.0664210096001625,0.0004406545194797218,1.385805368423462,283,0.0,19440000,181.67,1.39,,,,,
,,,,,,,,,,,,,446,1.7881393432617188e-07,19460080,186.22,1.5
2.0,1,0.03960983827710152,-1.1920928955078125e-07,0.017344554886221886,0.01882798969745636,0.00046622869558632374,1.3856574296951294,277,0.0,19470080,173.97,1.15,,,,,
2.0,500,4.756143971462734e-05,0.0,0.01724059134721756,-0.008652176707983017,0.000448416278231889,1.3854254484176636,282,0.0,19510000,177.71,1.24,,,,,
2.0,1000,0.006302281282842159,0.0,0.01727442443370819,-0.04709438234567642,0.00047140420065261424,1.3821117877960205,282,0.0,19550000,184.75,1.48,,,,,
,,,,,,,,,,,,,452,0.0,19570080,185.95,1.5
2.0,1,0.003925675060600042,3.5762786865234375e-07,0.01750856079161167,-0.03964230790734291,0.0004720209108199924,1.3792729377746582,251,0.0,19580080,166.64,0.99,,,,,
2.0,500,0.0013217999367043376,0.0,0.017396068200469017,-0.015507924370467663,0.00046078432933427393,1.373323678970337,278,0.0,19620000,169.04,1.07,,,,,
2.0,1000,0.002228114288300276,0.0,0.01744726113975048,-0.022578421980142593,0.0004226657620165497,1.382845401763916,276,0.0,19660000,167.11,1.05,,,,,
,,,,,,,,,,,,,424,5.960464477539063e-08,19680080,179.59,1.32
1.999894618988037,1,0.0007152677280828357,0.0,0.017474565654993057,-0.012498713098466396,0.000487346260342747,1.38419508934021,299,0.0,19690080,182.36,1.43,,,,,
2.0,500,0.002809922443702817,0.0,0.017190467566251755,-0.025585930794477463,0.0004539863730315119,1.3793036937713623,295,0.0,19730000,174.05,1.2,,,,,
2.0,1000,0.02619875594973564,0.0,0.01728023774921894,0.015316560864448547,0.0004443078360054642,1.3849338293075562,295,0.0,19770000,182.37,1.43,,,,,
,,,,,,,,,,,,,382,-1.1920928955078125e-07,19790080,177.85,1.25
2.0,1,0.0019428174709901214,-1.1920928955078125e-07,0.017345920205116272,-0.02007002755999565,0.0005001376266591251,1.3847568035125732,304,0.0,19800080,174.09,1.16,,,,,
2.0,500,0.007500964216887951,0.0,0.017508614808321,-0.050690095871686935,0.0004519008216448128,1.38580322265625,292,0.0,19840000,174.58,1.2,,,,,
2.0,1000,0.005120896268635988,0.0,0.017300335690379143,-0.04155123233795166,0.0003995952138211578,1.3851802349090576,289,0.0,19880000,171.29,1.15,,,,,
,,,,,,,,,,,,,471,0.0,19900080,177.42,1.25
2.0,1,0.012857903726398945,5.960464477539063e-08,0.017314087599515915,0.004397955723106861,0.0004591092583723366,1.3858059644699097,305,0.0,19910080,177.08,1.26,,,,,
2.0,500,0.052958209067583084,1.1920928955078125e-07,0.01747615821659565,0.023832272738218307,0.0004363405460026115,1.38627028465271,286,0.0,19950000,175.53,1.2,,,,,
2.0,1000,0.020119618624448776,0.0,0.01724930666387081,-0.03678559511899948,0.0004243726434651762,1.385195255279541,285,0.0,19990000,179.36,1.36,,,,,
,,,,,,,,,,,,,407,1.1920928955078125e-07,20010080,167.18,1.02
2.0,1,0.0027586170472204685,0.0,0.01737174578011036,-0.024599814787507057,0.0005685680662281811,1.381453514099121,290,0.0,20020080,172.04,1.11,,,,,
2.0,500,0.025803392753005028,1.1920928955078125e-07,0.01744849607348442,0.01759215258061886,0.0004973795730620623,1.3835853338241577,282,0.0,20060000,181.24,1.33,,,,,
2.0,1000,0.04992071911692619,0.0,0.017179688438773155,0.047066930681467056,0.00047206965973600745,1.3814741373062134,283,0.0,20100000,182.18,1.4,,,,,
,,,,,,,,,,,,,436,-1.1920928955078125e-07,20120080,174.74,1.2
2.0,1,0.11186139285564423,-1.1920928955078125e-07,0.017322340980172157,0.11740653216838837,0.0005172719247639179,1.3849079608917236,260,0.0,20130080,180.8,1.32,,,,,
2.0,500,0.07769840955734253,1.1920928955078125e-07,0.01703830435872078,0.05990837141871452,0.0004508167621679604,1.38535475730896,284,0.0,20170000,182.6,1.38,,,,,
2.0,1000,0.004735253751277924,0.0,0.01741543784737587,-0.04153723269701004,0.00045438483357429504,1.3859779834747314,284,0.0,20210000,181.8,1.39,,,,,
,,,,,,,,,,,,,412,0.0,20230080,184.4,1.43
2.0,1,0.007698854897171259,0.0,0.017132090404629707,-0.05730145424604416,0.00041924751712940633,1.3858771324157715,290,0.0,20240080,180.08,1.29,,,,,
2.0,500,0.04959755390882492,0.0,0.017250698059797287,0.0475616380572319,0.0004255517851561308,1.382676601409912,287,0.0,20280000,175.12,1.19,,,,,
2.0,1000,0.0009120117174461484,5.960464477539063e-08,0.017330603674054146,-0.013808672316372395,0.00044311824603937566,1.3846378326416016,286,0.0,20320000,174.89,1.21,,,,,
,,,,,,,,,,,,,444,-1.1920928955078125e-07,20340080,173.57,1.2
1.999981164932251,1,0.014949408359825611,0.0,0.01721682958304882,-0.009410912171006203,0.0004420147743076086,1.3857653141021729,287,0.0,20350080,182.13,1.35,,,,,
2.0,500,0.0026154222432523966,-2.384185791015625e-07,0.017333198338747025,-0.025196248665452003,0.0004633564385585487,1.3851487636566162,286,0.0,20390000,172.98,1.11,,,,,
