policy_entropy,fps,reconstruct_loss,nupdates,policy_loss,contrastive_loss,value_loss,atten_decoder_loss,total_timesteps,atten_encoder_loss,explained_variance,ep_reward_mean,ep_len_mean,explained_variance_eval,total_timesteps_eval,fps_eval,ep_len_mean_eval,ep_reward_mean_eval
1.3822840452194214,223,0.01733594946563244,1000,-0.009799504652619362,1.9967314004898071,0.00043560913763940334,0.041602201759815216,300000,0.00023136653180699795,-0.008264303207397461,1.66,193.68,,,,,
,,,,,,,,,,,,,0.00047469139099121094,320080,327,184.62,1.47
1.3829560279846191,257,0.017325686290860176,1,-0.012588955461978912,1.9972634315490723,0.0008050335454754531,0.03991943970322609,330080,0.00020327640231698751,-0.004562735557556152,1.51,185.84,,,,,
1.3853113651275635,217,0.017466798424720764,500,-0.02549152635037899,1.9982128143310547,0.00259683420881629,0.03602694347500801,370000,0.00013563994434662163,-0.0046160221099853516,1.4,185.98,,,,,
1.3851182460784912,218,0.017489036545157433,1000,0.027930984273552895,1.996578574180603,0.02445584535598755,0.03500451520085335,410000,8.748388063395396e-05,0.0001119375228881836,1.34,179.66,,,,,
,,,,,,,,,,,,,-0.0053577423095703125,430080,456,191.34,1.62
1.3847978115081787,211,0.01742204651236534,1,-0.016096051782369614,1.9967347383499146,0.001360632013529539,0.03906578570604324,440080,7.35415960662067e-05,-0.008777856826782227,1.38,182.4,,,,,
1.3854619264602661,220,0.017550012096762657,500,-0.0018634318839758635,2.0019211769104004,0.01395876519382,0.037787631154060364,480000,0.00010371784446761012,0.0002066493034362793,1.53,188.05,,,,,
1.3858933448791504,223,0.017190057784318924,1000,0.05942579358816147,1.9946608543395996,0.06239396333694458,0.03648235648870468,520000,0.0016495361924171448,-5.9485435485839844e-05,1.45,186.69,,,,,
,,,,,,,,,,,,,0.000972747802734375,540080,372,192.87,1.63
1.3848316669464111,198,0.017472000792622566,1,-0.032198503613471985,2.002162218093872,0.004077011253684759,0.0416085347533226,550080,0.00013298193516675383,-0.0037306547164916992,1.2,173.54,,,,,
1.3850970268249512,213,0.017038565129041672,500,-0.020384710282087326,1.9912958145141602,0.0010647259186953306,0.036582205444574356,590000,0.00018140241445507854,-0.03779327869415283,1.49,186.92,,,,,
1.384324312210083,216,0.017500732094049454,1000,0.0705181360244751,2.0009098052978516,0.061205487698316574,0.03624703735113144,630000,0.00021296230261214077,0.0010967254638671875,1.67,193.02,,,,,
,,,,,,,,,,,,,0.0004101991653442383,650080,338,182.39,1.45
1.3844969272613525,171,0.017131762579083443,1,-0.028714235872030258,1.995012879371643,0.00292353518307209,0.039706893265247345,660080,9.903388854581863e-05,-0.015777230262756348,1.27,180.0,,,,,
1.3847070932388306,231,0.017403075471520424,500,-0.02565372921526432,1.9976664781570435,0.0022122347727417946,0.04327185079455376,700000,0.00012697915371973068,-0.012103796005249023,1.45,185.61,,,,,
1.3853936195373535,228,0.0173475481569767,1000,-0.009163867682218552,1.999904751777649,0.0003945878124795854,0.038680288940668106,740000,0.00013734545791521668,-0.010349631309509277,1.0,168.64,,,,,
,,,,,,,,,,,,,-0.012076020240783691,760080,289,172.72,1.12
1.3857097625732422,266,0.01719488576054573,1,-0.017852360382676125,1.990654706954956,0.0014541804557666183,0.035914238542318344,770080,0.00031817061244510114,-0.010586261749267578,1.0,166.78,,,,,
1.3853111267089844,225,0.017327016219496727,500,0.08883921802043915,1.9971158504486084,0.07368738949298859,0.03743189573287964,810000,0.0001232217764481902,0.0012462139129638672,1.33,181.24,,,,,
1.3854130506515503,222,0.017348550260066986,1000,0.005607488565146923,1.99442458152771,0.04102621227502823,0.03511573746800423,850000,0.000136265269247815,0.00015217065811157227,1.24,176.69,,,,,
,,,,,,,,,,,,,-0.006930708885192871,870080,486,180.28,1.3
1.385867714881897,273,0.017022056505084038,1,0.09982676059007645,1.9892771244049072,0.08551442623138428,0.040010832250118256,880080,0.0014744083164259791,0.0011352896690368652,1.05,170.26,,,,,
1.384873867034912,238,0.01735706441104412,500,0.033478230237960815,1.995539665222168,0.03829887881875038,0.04157448187470436,920000,9.922459867084399e-05,0.0007239580154418945,1.3,179.16,,,,,
1.3857014179229736,239,0.017236119136214256,1000,-0.02073192223906517,1.9956421852111816,0.01752990484237671,0.03545423597097397,960000,5.3331641538534313e-05,-0.00024509429931640625,1.17,172.11,,,,,
,,,,,,,,,,,,,0.002123892307281494,980080,504,186.76,1.47
1.3839844465255737,227,0.01740950159728527,1,-0.018285365775227547,2.0006093978881836,0.0012564670760184526,0.040305234491825104,990080,7.07709914422594e-05,-0.020334720611572266,1.59,189.38,,,,,
1.3828414678573608,230,0.017331067472696304,500,0.06492730230093002,1.9949250221252441,0.07595588266849518,0.03925260156393051,1030000,5.4630185331916437e-05,0.0008968114852905273,1.46,184.05,,,,,
1.380753517150879,221,0.017500897869467735,1000,-0.050855379551649094,2.0002281665802,0.004874854814261198,0.04231696575880051,1070000,0.0001203533829539083,-0.008679866790771484,1.18,173.75,,,,,
,,,,,,,,,,,,,-0.008430123329162598,1090080,326,182.1,1.35
1.3846383094787598,215,0.0173028577119112,1,0.01764735020697117,1.9959560632705688,0.02555249258875847,0.042425643652677536,1100080,0.00010756224219221622,0.0002599954605102539,1.1,171.63,,,,,
1.3853036165237427,216,0.017314188182353973,500,-0.049120716750621796,1.9934626817703247,0.006781506352126598,0.03827415779232979,1140000,0.0018270303262397647,-0.025141000747680664,1.4,183.19,,,,,
1.3842594623565674,218,0.017217392101883888,1000,-0.019892781972885132,1.9972797632217407,0.001048989244736731,0.039454422891139984,1180000,0.0001484925887780264,-0.02067387104034424,1.05,169.68,,,,,
,,,,,,,,,,,,,0.0006668567657470703,1200080,443,167.36,1.01
1.381785273551941,272,0.0173284150660038,1,-0.01319382805377245,1.9954913854599,0.0007572009926661849,0.037951890379190445,1210080,0.00015277561033144593,-0.004298567771911621,1.39,182.36,,,,,
1.3817994594573975,246,0.01712891086935997,500,0.01862874999642372,1.9936022758483887,0.04009729251265526,0.04278067126870155,1250000,0.0001946822158060968,0.000899970531463623,1.53,187.23,,,,,
1.3829225301742554,240,0.017036359757184982,1000,-0.027149537578225136,1.9863648414611816,0.0026987004093825817,0.03999907895922661,1290000,0.0020020108204334974,-0.013827800750732422,1.57,189.5,,,,,
,,,,,,,,,,,,,0.0010903477668762207,1310080,324,171.09,1.09
1.3803538084030151,270,0.017198951914906502,1,-0.017455700784921646,1.9957342147827148,0.001424419111572206,0.039618056267499924,1320080,0.0001345029886579141,-0.023044824600219727,1.39,182.04,,,,,
1.3833324909210205,231,0.017496274784207344,500,0.008292438462376595,2.0003180503845215,0.027187418192625046,0.04059119150042534,1360000,8.615680417278782e-05,-3.2901763916015625e-05,1.33,180.95,,,,,
1.3831480741500854,231,0.017417706549167633,1000,0.02077886089682579,1.9975523948669434,0.024893831461668015,0.03565988689661026,1400000,0.00010663990542525426,0.00040137767791748047,1.14,172.52,,,,,
,,,,,,,,,,,,,-0.01450204849243164,1420080,283,172.34,1.12
1.382380723953247,204,0.017506755888462067,1,-0.010677735321223736,2.0006396770477295,0.0007292862865142524,0.03373894840478897,1430080,6.631678115809336e-05,-0.03667807579040527,1.26,176.14,,,,,
1.380047082901001,225,0.017353495582938194,500,0.06335315853357315,1.9988497495651245,0.06125100702047348,0.03814199939370155,1470000,5.29536628164351e-05,0.0010613799095153809,1.35,181.32,,,,,
1.3826719522476196,218,0.01747296005487442,1000,-0.020705033093690872,1.9991521835327148,0.0020387116819620132,0.0361931249499321,1510000,0.00012110449461033568,-0.004247784614562988,1.11,172.69,,,,,
,,,,,,,,,,,,,-0.018485426902770996,1530080,458,177.69,1.22
1.384414792060852,230,0.017361996695399284,1,-0.025967027992010117,1.9982892274856567,0.002280963584780693,0.03682073578238487,1540080,0.0001337073335889727,-0.01626276969909668,1.26,179.5,,,,,
1.3859971761703491,216,0.01743752881884575,500,-0.03367076814174652,1.9994797706604004,0.0031483203638345003,0.037815213203430176,1580000,8.131646609399468e-05,-0.008841872215270996,1.23,176.97,,,,,
1.3838903903961182,221,0.01707780547440052,1000,-0.05980552360415459,1.9968531131744385,0.010478478856384754,0.04108629375696182,1620000,0.0001623374264454469,-0.006206393241882324,1.23,177.7,,,,,
,,,,,,,,,,,,,0.0002180337905883789,1640080,496,173.57,1.15
1.3822991847991943,252,0.01724015362560749,1,0.05599680542945862,1.9943145513534546,0.06253629922866821,0.03940144181251526,1650080,5.189891089685261e-05,0.0007505416870117188,1.47,183.62,,,,,
1.3833513259887695,239,0.017316006124019623,500,0.018659235909581184,1.996047019958496,0.0399162732064724,0.03870505839586258,1690000,0.00028304310399107635,0.00013965368270874023,1.67,192.97,,,,,
1.3833717107772827,245,0.01729808747768402,1000,-0.03307492285966873,1.9801642894744873,0.0034860975574702024,0.03957919031381607,1730000,0.014751272276043892,0.006703615188598633,1.47,187.78,,,,,
,,,,,,,,,,,,,0.010032951831817627,1750080,425,179.71,1.33
1.38495671749115,253,0.01743350178003311,1,-0.0427655354142189,1.9981718063354492,0.0074366554617881775,0.03658910468220711,1760080,0.004005922935903072,-0.010430455207824707,1.16,174.48,,,,,
1.3835148811340332,223,0.01751727983355522,500,-0.04766368493437767,2.001321315765381,0.005744152702391148,0.044554345309734344,1800000,0.002492475789040327,-0.021643638610839844,1.21,175.08,,,,,
1.3832542896270752,223,0.01737101376056671,1000,-0.00575994560495019,1.994628667831421,2.424908052489627e-05,0.03742337226867676,1840000,0.003618209157139063,0.6706140339374542,1.63,190.96,,,,,
,,,,,,,,,,,,,-0.009747982025146484,1860080,482,185.23,1.5
1.3852273225784302,184,0.01711619272828102,1,-0.011529600247740746,1.9798359870910645,0.000286572816548869,0.04097077623009682,1870080,0.008375922217965126,0.15599465370178223,1.14,172.03,,,,,
1.3860275745391846,224,0.017315886914730072,500,0.025713413953781128,1.988853931427002,0.024592913687229156,0.03933721035718918,1910000,0.007464234717190266,0.007508456707000732,1.29,175.88,,,,,
1.386067271232605,232,0.01736798696219921,1000,0.07487504184246063,1.975541353225708,0.06062418967485428,0.0572146475315094,1950000,0.017497342079877853,0.017585456371307373,1.42,180.13,,,,,
,,,,,,,,,,,,,-0.01307070255279541,1970080,380,181.81,1.4
1.3850665092468262,208,0.017332525923848152,1,0.05417587608098984,1.9992260932922363,0.04905495047569275,0.045772671699523926,1980080,0.00029807633836753666,0.0012955665588378906,1.3,180.8,,,,,
1.3856513500213623,216,0.0172102153301239,500,-0.043314479291439056,1.981513500213623,0.006818210240453482,0.03202993422746658,2020000,0.005793060641735792,0.060364484786987305,1.52,188.98,,,,,
1.3838657140731812,217,0.017409835010766983,1000,-0.002107130130752921,1.9834965467453003,6.2188868469093e-05,0.04586712270975113,2060000,0.014308405108749866,0.6401105523109436,1.16,173.67,,,,,
,,,,,,,,,,,,,-0.041648030281066895,2080080,435,175.45,1.21
1.385062575340271,252,0.017434656620025635,1,0.13883371651172638,1.996260166168213,0.10868702828884125,0.04696160927414894,2090080,0.015057769604027271,-0.038521409034729004,1.17,175.62,,,,,
1.3848552703857422,236,0.01741757243871689,500,-0.023440372198820114,1.9899413585662842,0.0017677157884463668,0.04267556220293045,2130000,0.005260474514216185,0.15079092979431152,1.31,179.46,,,,,
1.3855140209197998,224,0.017269449308514595,1000,-0.021288394927978516,1.9871160984039307,0.0018234439194202423,0.04224499315023422,2170000,0.006663865875452757,0.07092887163162231,1.25,177.08,,,,,
,,,,,,,,,,,,,-0.014977812767028809,2190080,274,172.28,1.17
1.385488510131836,259,0.01734381727874279,1,0.05635543540120125,1.996551752090454,0.06342235207557678,0.045501746237277985,2200080,0.004972396418452263,0.04556012153625488,1.46,184.49,,,,,
1.3849095106124878,236,0.017292214557528496,500,-0.012015280313789845,1.9944427013397217,0.04525028541684151,0.046631813049316406,2240000,0.003028665902093053,0.12650692462921143,1.18,175.85,,,,,
1.383599877357483,228,0.017384350299835205,1000,-0.01827607862651348,2.0006814002990723,0.003139860462397337,0.0405755415558815,2280000,0.004717291332781315,0.5304112136363983,1.82,195.05,,,,,
,,,,,,,,,,,,,0.39254283905029297,2300080,324,180.25,1.32
1.3851438760757446,204,0.017270343378186226,1,-0.023149747401475906,1.9836547374725342,0.002534750383347273,0.04161234572529793,2310080,0.0038271856028586626,0.5053673684597015,1.27,178.34,,,,,
1.3558298349380493,221,0.017380312085151672,500,0.060272254049777985,0.11416545510292053,0.013232755474746227,0.014356130734086037,2350000,0.008436774834990501,-1.2374353408813477,1.38,182.82,,,,,
1.314469575881958,220,0.017485816031694412,1000,-0.05270104482769966,0.0789584368467331,0.01761632040143013,0.009100815281271935,2390000,0.006238074507564306,0.24501216411590576,1.15,175.61,,,,,
,,,,,,,,,,,,,0.2666235566139221,2410080,372,185.2,1.44
1.3735933303833008,230,0.017412472516298294,1,0.033997438848018646,0.02571948990225792,0.04974715784192085,0.007515919394791126,2420080,0.005365368910133839,0.34665417671203613,1.55,189.35,,,,,
1.376112937927246,205,0.017532113939523697,500,0.017852697521448135,0.00281220069155097,0.014378170482814312,0.006486569996923208,2460000,0.004803619813174009,0.5179798603057861,1.34,181.45,,,,,
1.3726885318756104,201,0.017269287258386612,1000,-0.041396576911211014,0.043260689824819565,0.031453780829906464,0.006835690699517727,2500000,0.0047820801846683025,0.7381615936756134,1.23,177.56,,,,,
,,,,,,,,,,,,,-0.027703166007995605,2520080,275,165.76,0.95
1.2834017276763916,233,0.01749926619231701,1,0.009098459966480732,0.021141821518540382,0.013612565584480762,0.006764361169189215,2530080,0.003961618989706039,-0.3529045581817627,1.37,174.0,,,,,
1.3437232971191406,217,0.017199227586388588,500,-0.07257238775491714,0.0,0.041097868233919144,0.0068628727458417416,2570000,0.0035963531117886305,0.7214449346065521,1.43,186.77,,,,,
1.3160936832427979,222,0.017521021887660027,1000,0.06831715255975723,0.049168720841407776,0.04624452441930771,0.005431874189525843,2610000,0.0044139111414551735,0.7661346644163132,1.85,200.74,,,,,
,,,,,,,,,,,,,0.31901198625564575,2630080,387,172.8,1.19
1.3580694198608398,229,0.017462294548749924,1,0.0057478537783026695,0.0593264102935791,0.019580340012907982,0.006140462122857571,2640080,0.00368944788351655,0.8567125052213669,1.74,200.27,,,,,
1.2361010313034058,226,0.017112743109464645,500,-0.09119685739278793,0.06632845103740692,0.02272377349436283,0.00479817483574152,2680000,0.004875171463936567,0.7279755771160126,1.54,187.65,,,,,
1.3356168270111084,225,0.01725655235350132,1000,-0.039539653807878494,0.00549697270616889,0.0389198362827301,0.004712498746812344,2720000,0.003260653233155608,0.6988955140113831,1.77,195.78,,,,,
,,,,,,,,,,,,,0.42402946949005127,2740080,310,191.72,1.67
1.3776206970214844,211,0.01714889332652092,1,-0.018389489501714706,0.02332872897386551,0.010670204646885395,0.004235611297190189,2750080,0.0037007553037256002,0.9324395880103111,1.46,184.54,,,,,
1.3557780981063843,204,0.017247963696718216,500,-0.022476013749837875,0.003076446009799838,0.020700734108686447,0.003635446075350046,2790000,0.0030507463961839676,0.8769752755761147,1.53,188.23,,,,,
1.3248956203460693,203,0.017137819901108742,1000,0.028312409296631813,0.0038857131730765104,0.030743736773729324,0.0037822257727384567,2830000,0.002978192875161767,0.7398363053798676,2.43,221.33,,,,,
,,,,,,,,,,,,,0.763674408197403,2850080,286,201.65,1.87
1.355879545211792,203,0.017480432987213135,1,0.03778809309005737,0.055347733199596405,0.012443151324987411,0.0031472058035433292,2860080,0.0025550846476107836,0.919372595846653,1.17,173.11,,,,,
1.3479347229003906,212,0.017452070489525795,500,-0.1527220904827118,0.00019135772890876979,0.05028359219431877,0.0031441827304661274,2900000,0.002495346125215292,0.7210933566093445,1.64,189.67,,,,,
1.368130087852478,222,0.017223594710230827,1000,-0.020656507462263107,0.013916432857513428,0.013331103138625622,0.002471296116709709,2940000,0.0030432071071118116,0.8846058547496796,1.98,206.09,,,,,
,,,,,,,,,,,,,0.786655530333519,2960080,306,193.0,1.68
1.3526777029037476,194,0.017191624268889427,1,-0.02335434779524803,0.03143966943025589,0.028320569545030594,0.0025563333183526993,2970080,0.0024673144798725843,0.8973390609025955,1.97,201.98,,,,,
1.3631353378295898,219,0.01746409386396408,500,0.09282941371202469,0.011207154020667076,0.025701601058244705,0.003344061318784952,3010000,0.0028938890900462866,0.8629499524831772,2.14,208.33,,,,,
1.3359687328338623,215,0.017520463094115257,1000,-0.021994972601532936,0.02168358489871025,0.026740187779068947,0.0018233023583889008,3050000,0.0022861312609165907,0.8807197958230972,2.6,224.14,,,,,
,,,,,,,,,,,,,0.9215331375598907,3070080,294,193.92,1.76
1.351545810699463,189,0.01724793016910553,1,-0.048816222697496414,0.0016829579835757613,0.024096917361021042,0.0015825803857296705,3080080,0.002594277961179614,0.8643282353878021,1.63,191.79,,,,,
1.358806848526001,223,0.01741081289947033,500,-0.07302320003509521,0.005072334781289101,0.011319306679069996,0.0018666237592697144,3120000,0.0026652466040104628,0.9480459652841091,2.17,204.46,,,,,
1.367427945137024,221,0.01730332151055336,1000,-0.060251880437135696,0.002417308045551181,0.026518475264310837,0.0027319504879415035,3160000,0.0027010650373995304,0.8624063730239868,2.08,202.76,,,,,
,,,,,,,,,,,,,0.8163885772228241,3180080,320,201.35,2.01
1.3299278020858765,247,0.01705450378358364,1,0.06875036656856537,0.09655951708555222,0.0182238407433033,0.0031783494632691145,3190080,0.002383776940405369,0.9207762479782104,2.25,212.12,,,,,
1.3249516487121582,212,0.017460385337471962,500,-0.03185904026031494,0.007589757442474365,0.027548640966415405,0.002095854375511408,3230000,0.002533870982006192,0.9104457050561905,2.52,225.81,,,,,
1.3154335021972656,224,0.017207251861691475,1000,0.07844983041286469,0.0014056175714358687,0.02962946519255638,0.00254940171726048,3270000,0.0028211448807269335,0.8731070905923843,1.85,200.93,,,,,
,,,,,,,,,,,,,0.678462952375412,3290080,287,205.05,2.03
1.3388168811798096,242,0.017336849123239517,1,0.025553446263074875,0.0,0.01421223022043705,0.001936056069098413,3300080,0.0025620139203965664,0.851717084646225,2.91,235.45,,,,,
1.3321945667266846,217,0.01706480234861374,500,0.005741420201957226,0.010930893011391163,0.006384548731148243,0.0020283900666981936,3340000,0.002632179530337453,0.9489390999078751,2.32,219.83,,,,,
1.3403481245040894,219,0.017406972125172615,1000,-0.04153389111161232,0.01808035373687744,0.021626342087984085,0.0017942681442946196,3380000,0.0027053779922425747,0.9121797010302544,2.16,205.46,,,,,
,,,,,,,,,,,,,0.7416705787181854,3400080,429,204.71,2.02
1.3156875371932983,249,0.017220519483089447,1,-0.17129968106746674,0.009546228684484959,0.04989538714289665,0.0012449044734239578,3410080,0.0033415802754461765,0.884356178343296,1.61,187.41,,,,,
1.3239141702651978,240,0.017211735248565674,500,-0.04999127611517906,0.010004997253417969,0.028636768460273743,0.0011439260561019182,3450000,0.0028505127411335707,0.8931849151849747,2.05,208.37,,,,,
1.3482096195220947,247,0.017452793195843697,1000,0.043433427810668945,0.01633494719862938,0.017615456134080887,0.0019829862285405397,3490000,0.0036232047714293003,0.927954725921154,2.79,226.46,,,,,
,,,,,,,,,,,,,0.5546558201313019,3510080,412,204.07,2.04
1.3415110111236572,247,0.017389874905347824,1,-0.025863343849778175,0.04261207580566406,0.017261454835534096,0.00087058573262766,3520080,0.003207175061106682,0.9319740533828735,2.38,212.27,,,,,
1.3626320362091064,228,0.01728193089365959,500,0.023452753201127052,0.01873191073536873,0.022371569648385048,0.0011192341335117817,3560000,0.0025879822205752134,0.8890293166041374,2.17,211.6,,,,,
1.3399393558502197,234,0.017349587753415108,1000,0.03049890324473381,0.017754217609763145,0.022415513172745705,0.001811666414141655,3600000,0.003136587096378207,0.8732669502496719,2.19,209.71,,,,,
,,,,,,,,,,,,,0.7714156806468964,3620080,453,207.53,2.12
1.2892447710037231,302,0.017190489917993546,1,0.1442541778087616,0.0,0.07319488376379013,0.0015391644556075335,3630080,0.0027068695053458214,0.6858959794044495,2.09,207.14,,,,,
1.3111194372177124,254,0.017398063093423843,500,-0.002601396292448044,0.060954734683036804,0.009636165574193,0.0014149718917906284,3670000,0.0025666316505521536,0.9541223719716072,2.83,234.6,,,,,
1.3266655206680298,255,0.017179662361741066,1000,0.026407640427350998,0.0,0.01196703128516674,0.0012062424793839455,3710000,0.00288407108746469,0.8389365673065186,1.92,202.32,,,,,
,,,,,,,,,,,,,0.7957495599985123,3730080,471,219.12,2.52
1.3462263345718384,273,0.0173275638371706,1,0.005901714321225882,0.0,0.005637838505208492,0.001119568245485425,3740080,0.0026291634421795607,0.9413664042949677,1.87,195.94,,,,,
1.3071928024291992,237,0.017410628497600555,500,-0.0068915290758013725,0.0009011208894662559,0.004239857662469149,0.0008462871192023158,3780000,0.003110310062766075,0.965827964246273,1.87,199.86,,,,,
1.3621803522109985,241,0.017195027321577072,1000,0.019326362758874893,0.0,0.011198367923498154,0.001327606732957065,3820000,0.0024572035763412714,0.9248980283737183,2.24,214.48,,,,,
,,,,,,,,,,,,,0.5105933248996735,3840080,288,201.69,2.07
1.3219385147094727,255,0.01728057861328125,1,-0.03776659816503525,0.0005953878280706704,0.01853039115667343,0.0009921998716890812,3850080,0.003345260163769126,0.8771285638213158,1.97,204.69,,,,,
1.3530123233795166,230,0.017392531037330627,500,-0.04615867882966995,0.007891997694969177,0.017982816323637962,0.0008211468230001628,3890000,0.0032563575077801943,0.9370545670390129,2.27,210.77,,,,,
1.3516786098480225,229,0.017348431050777435,1000,0.022977745160460472,0.0,0.009798984043300152,0.0010756682604551315,3930000,0.0036956281401216984,0.9550705328583717,2.23,214.82,,,,,
,,,,,,,,,,,,,0.7143903374671936,3950080,438,191.98,1.69
1.3536584377288818,268,0.016997361555695534,1,-0.01015845499932766,0.0,0.04225528612732887,0.0010446212254464626,3960080,0.0026522960979491472,0.8501829952001572,1.79,193.3,,,,,
1.3433644771575928,249,0.017090478911995888,500,0.030195361003279686,0.0053460001945495605,0.006517811678349972,0.0007179937092587352,4000000,0.0027980084996670485,0.9686468131840229,2.13,211.43,,,,,
1.3440637588500977,244,0.017345258966088295,1000,-0.07835787534713745,0.0018055230611935258,0.023291615769267082,0.0014898513909429312,4040000,0.0024417859967797995,0.8519016653299332,2.26,217.38,,,,,
,,,,,,,,,,,,,0.6412743628025055,4060080,347,201.07,1.89
1.3315026760101318,204,0.0173360425978899,1,-0.1659545600414276,0.014316622167825699,0.06764296442270279,0.0012903305469080806,4070080,0.0028748796321451664,0.8669123500585556,2.2,209.98,,,,,
1.3260921239852905,238,0.017448674887418747,500,0.010002556256949902,3.885924888891168e-05,0.013317329809069633,0.0008719764882698655,4110000,0.0026002039667218924,0.9223163202404976,2.37,214.3,,,,,
1.3505545854568481,249,0.017512580379843712,1000,0.01971750147640705,0.0003208458365406841,0.005830356385558844,0.0006092194234952331,4150000,0.002223755931481719,0.9433667473495007,1.89,200.03,,,,,
,,,,,,,,,,,,,0.5088388025760651,4170080,299,208.45,2.1
1.3699686527252197,200,0.017149899154901505,1,0.055324457585811615,7.509886927437037e-05,0.011137792840600014,0.0010835377033799887,4180080,0.0023405130486935377,0.8420077860355377,1.92,200.01,,,,,
1.3449652194976807,207,0.017359858378767967,500,-0.03205036371946335,0.08846001327037811,0.003927304409444332,0.000717210175935179,4220000,0.0022896607406437397,0.9838633090257645,1.67,191.4,,,,,
1.3403847217559814,208,0.01753370463848114,1000,0.016405900940299034,0.0,0.01654225029051304,0.0006361619452945888,4260000,0.0019077059114351869,0.9066408053040504,2.37,214.06,,,,,
,,,,,,,,,,,,,0.532833993434906,4280080,293,217.97,2.44
1.3508493900299072,243,0.017448512837290764,1,-0.0629844218492508,8.768439147388563e-05,0.022500837221741676,0.0005848964210599661,4290080,0.0022126769181340933,0.7110200524330139,2.78,225.45,,,,,
1.3365209102630615,262,0.01730012707412243,500,0.045244935899972916,0.0,0.022605761885643005,0.0007276275428012013,4330000,0.002307437825948,0.886086568236351,2.03,207.9,,,,,
1.349654197692871,254,0.01747247949242592,1000,-0.06583258509635925,0.020342081785202026,0.017660604789853096,0.0007293324451893568,4370000,0.002197526628151536,0.9346898570656776,2.22,211.77,,,,,
,,,,,,,,,,,,,0.7786598354578018,4390080,427,205.52,2.06
1.2980526685714722,252,0.017339961603283882,1,-0.02698512002825737,0.020897552371025085,0.010559125803411007,0.0004107088316231966,4400080,0.0017147863982245326,0.9485739395022392,2.55,225.16,,,,,
1.3486368656158447,242,0.01726609282195568,500,-0.033027082681655884,0.0,0.026426265016198158,0.0005230465903878212,4440000,0.0026354852598160505,0.8713937550783157,2.17,209.73,,,,,
1.3443164825439453,252,0.01736009493470192,1000,0.027898455038666725,0.08429665118455887,0.10035336017608643,0.0005624258192256093,4480000,0.0016504591330885887,0.7754400819540024,2.38,218.75,,,,,
,,,,,,,,,,,,,0.393363893032074,4500080,484,200.77,2.04
1.3011326789855957,214,0.01727929338812828,1,0.022615913301706314,0.0,0.02315915748476982,0.0007849808898754418,4510080,0.003058018861338496,0.10532248020172119,2.12,207.36,,,,,
1.3179231882095337,227,0.017406802624464035,500,0.022795598953962326,0.0,0.04258963465690613,0.00038140368997119367,4550000,0.0018865661695599556,0.8115697354078293,1.67,180.89,,,,,
1.3467648029327393,228,0.017382483929395676,1000,-0.007968509569764137,0.005823543295264244,0.013053527101874352,0.00048542366130277514,4590000,0.0021034013479948044,0.8842949271202087,2.25,211.37,,,,,
,,,,,,,,,,,,,0.6137480139732361,4610080,460,217.05,2.43
1.3275302648544312,260,0.017464272677898407,1,0.012644892558455467,0.06362256407737732,0.05288873240351677,0.00042199011659249663,4620080,0.0016639884561300278,0.6394199132919312,2.21,215.77,,,,,
1.3318662643432617,240,0.017415083944797516,500,-0.0628839060664177,0.00029508472653105855,0.020134547725319862,0.0003044549666810781,4660000,0.0018463152227923274,0.904738150537014,1.68,190.69,,,,,
