explained_variance,atten_decoder_loss,atten_encoder_loss,nupdates,reconstruct_loss,fps,policy_loss,contrastive_loss,total_timesteps,value_loss,policy_entropy,ep_len_mean,ep_reward_mean,total_timesteps_eval,fps_eval,explained_variance_eval,ep_len_mean_eval,ep_reward_mean_eval
-0.006127834320068359,0.018770286813378334,0.00031357246916741133,1000,0.017085107043385506,246,-0.018503744155168533,1.9890737533569336,630000,0.0017036718782037497,1.3849499225616455,177.39,1.26,,,,,
,,,,,,,,,,,,,650080,371,0.0016143321990966797,177.73,1.26
-0.017174839973449707,0.02678191103041172,0.00011856509809149429,1,0.017317093908786774,217,-0.04450236260890961,1.991405725479126,660080,0.0052116340957582,1.3849903345108032,183.2,1.38,,,,,
0.0003376007080078125,0.02216941863298416,8.762012294027954e-05,500,0.017322521656751633,248,0.044429175555706024,1.991267442703247,700000,0.03638302534818649,1.3850187063217163,168.21,1.03,,,,,
-0.0029391050338745117,0.018277697265148163,0.00039427290903404355,1000,0.017374524846673012,252,-0.00984814204275608,1.9984145164489746,740000,0.00040210093720816076,1.3852834701538086,178.9,1.24,,,,,
,,,,,,,,,,,,,760080,425,-0.0013564825057983398,171.32,1.13
-0.0037648677825927734,0.0194371547549963,0.00020658515859395266,1,0.01741381175816059,269,-0.010458774864673615,1.9965660572052002,770080,0.0004954020259901881,1.385148048400879,183.8,1.34,,,,,
-0.0015205144882202148,0.023689810186624527,0.00023887865245342255,500,0.017313793301582336,274,-0.0708979144692421,1.9953258037567139,810000,0.0093070138245821,1.3860681056976318,180.86,1.33,,,,,
0.0001983642578125,0.01528639905154705,0.000321708619594574,1000,0.017477869987487793,274,0.004440784454345703,1.9988511800765991,850000,0.04398908093571663,1.385981798171997,172.31,1.15,,,,,
,,,,,,,,,,,,,870080,396,-0.01687335968017578,175.41,1.21
-0.019756197929382324,0.02697398141026497,0.001475387834943831,1,0.017206816002726555,263,-0.02296208217740059,1.9843051433563232,880080,0.001137280953116715,1.3861231803894043,188.87,1.5,,,,,
0.0005617737770080566,0.021901877596974373,0.00022958454792387784,500,0.01712890714406967,269,0.03027399443089962,1.9920694828033447,920000,0.038627415895462036,1.3860100507736206,190.28,1.59,,,,,
-0.006014704704284668,0.02278594672679901,0.0001702844019746408,1000,0.017440425232052803,269,-0.04366828501224518,2.0007164478302,960000,0.0036341603845357895,1.3848764896392822,174.88,1.18,,,,,
,,,,,,,,,,,,,980080,479,0.0012119412422180176,184.98,1.44
2.8908252716064453e-05,0.01916785165667534,0.0003430941724218428,1,0.01723376102745533,263,-0.009644139558076859,1.9947891235351562,990080,5.9231952036498114e-05,1.3852424621582031,178.31,1.28,,,,,
-0.01007223129272461,0.021079257130622864,0.00011533120414242148,500,0.017328910529613495,241,-0.01954897865653038,1.9914097785949707,1030000,0.0014716836158186197,1.3840320110321045,171.24,1.14,,,,,
0.0007491111755371094,0.023851435631513596,0.00038319933810271323,1000,0.01724085956811905,242,0.010466896928846836,1.9911030530929565,1070000,0.026987409219145775,1.383400321006775,177.34,1.31,,,,,
,,,,,,,,,,,,,1090080,432,-0.01094663143157959,171.71,1.13
-0.007047772407531738,0.023159965872764587,0.00022136748884804547,1,0.017367739230394363,252,-0.028926651924848557,1.9955775737762451,1100080,0.002868792274966836,1.383204698562622,180.25,1.33,,,,,
-0.009764909744262695,0.020529771223664284,0.0002436621143715456,500,0.01736089214682579,254,-0.006736826151609421,1.9981772899627686,1140000,0.00020613362721633166,1.3827718496322632,168.91,1.05,,,,,
0.0003243088722229004,0.01756516471505165,0.00015776872169226408,1000,0.01731075532734394,255,0.03448445349931717,1.992821455001831,1180000,0.03784932568669319,1.3844687938690186,179.76,1.31,,,,,
,,,,,,,,,,,,,1200080,470,-0.011549711227416992,170.87,1.11
-0.06014680862426758,0.017612693831324577,0.00020112426136620343,1,0.017368830740451813,291,-0.008127872832119465,1.9883592128753662,1210080,4.319770960137248e-05,1.3834967613220215,183.59,1.42,,,,,
-0.010832786560058594,0.021719370037317276,0.00035604051663540304,500,0.017327599227428436,288,-0.07781927287578583,1.9962990283966064,1250000,0.007235628552734852,1.3825476169586182,174.48,1.21,,,,,
0.00023895502090454102,0.017132297158241272,0.00012234300083946437,1000,0.01744210720062256,289,0.01082775741815567,2.001617670059204,1290000,0.04033476859331131,1.3841615915298462,172.54,1.14,,,,,
,,,,,,,,,,,,,1310080,450,-0.008352279663085938,171.99,1.1
0.0007186532020568848,0.020828310400247574,0.00017378755728714168,1,0.017454611137509346,278,0.06970725953578949,1.9950885772705078,1320080,0.060748230665922165,1.3849499225616455,174.56,1.26,,,,,
-0.0032883882522583008,0.020446831360459328,0.00022694389917887747,500,0.017354832962155342,281,-0.015217957086861134,1.9971036911010742,1360000,0.0009670760482549667,1.386183500289917,170.59,1.12,,,,,
-0.00498652458190918,0.019439175724983215,0.00012495281407609582,1000,0.01701384037733078,281,-0.08612479269504547,1.9794031381607056,1400000,0.01602494716644287,1.3855385780334473,176.85,1.24,,,,,
,,,,,,,,,,,,,1420080,409,-6.091594696044922e-05,178.97,1.33
-0.00325620174407959,0.020599020645022392,0.00023595230595674366,1,0.017352938652038574,253,-0.023253098130226135,1.996243953704834,1430080,0.002447352511808276,1.3857591152191162,178.15,1.25,,,,,
0.05498147010803223,0.027924031019210815,0.0001687042968114838,500,0.017291400581598282,250,-0.010531743057072163,1.9946017265319824,1470000,7.094024476828054e-05,1.3857471942901611,177.96,1.27,,,,,
-0.006270051002502441,0.016741257160902023,2.441406286379788e-05,1000,0.01726640947163105,249,-0.04319436848163605,1.9955178499221802,1510000,0.005797950550913811,1.3846533298492432,198.35,1.69,,,,,
,,,,,,,,,,,,,1530080,374,-0.008313655853271484,180.83,1.34
0.0,0.021063795313239098,0.00014885241398587823,1,0.017364604398608208,279,-0.02942146733403206,1.9960219860076904,1540080,0.0036619703751057386,1.3847887516021729,178.92,1.27,,,,,
-0.0021227598190307617,0.020647769793868065,0.00016331339429598302,500,0.017468195408582687,254,-0.042926229536533356,1.9990817308425903,1580000,0.004575475584715605,1.3858184814453125,184.82,1.46,,,,,
-0.0020810365676879883,0.023686189204454422,0.00014213686517905444,1000,0.0172099731862545,254,-0.02007787488400936,1.9895331859588623,1620000,0.0017493872437626123,1.3849595785140991,166.75,0.99,,,,,
,,,,,,,,,,,,,1640080,436,-0.001128077507019043,175.14,1.18
0.000783383846282959,0.020260106772184372,0.00013880280312150717,1,0.017320161685347557,247,0.05251258611679077,1.9948337078094482,1650080,0.07938249409198761,1.3851184844970703,197.38,1.86,,,,,
-0.13187682628631592,0.019285032525658607,4.71111670776736e-05,500,0.017448553815484047,286,-0.0043966807425022125,1.996631145477295,1690000,1.286643419007305e-05,1.3833744525909424,184.51,1.36,,,,,
-0.004567384719848633,0.020007820799946785,0.0001903142110677436,1000,0.017317667603492737,288,-0.0566595196723938,1.9928174018859863,1730000,0.007135265506803989,1.3858516216278076,178.29,1.28,,,,,
,,,,,,,,,,,,,1750080,393,-0.011417984962463379,177.7,1.26
0.00044161081314086914,0.02358127012848854,4.882812572759576e-05,1,0.017323488369584084,300,0.20969745516777039,1.994911789894104,1760080,0.15579751133918762,1.3862231969833374,176.09,1.23,,,,,
-0.007730603218078613,0.022836653515696526,0.00026303002960048616,500,0.017341267317533493,284,-0.019854923710227013,1.991994857788086,1800000,0.0018384471768513322,1.3856029510498047,177.59,1.3,,,,,
-0.0022155046463012695,0.0184206310659647,0.0003645262331701815,1000,0.017131086438894272,283,-0.03416624665260315,1.9861643314361572,1840000,0.004147653933614492,1.3841387033462524,177.75,1.3,,,,,
,,,,,,,,,,,,,1860080,470,-0.0033522844314575195,174.62,1.19
0.0004964470863342285,0.021085692569613457,9.693924221210182e-05,1,0.017413610592484474,286,0.04005245119333267,1.9943609237670898,1870080,0.036805927753448486,1.3828480243682861,183.56,1.39,,,,,
0.0005521774291992188,0.02359236404299736,0.000212859406019561,500,0.017331456765532494,248,0.027674555778503418,1.9896883964538574,1910000,0.05233234912157059,1.3791154623031616,175.44,1.2,,,,,
-0.004843950271606445,0.022878415882587433,0.00012721690291073173,1000,0.0171914454549551,249,-0.023834066465497017,1.9922680854797363,1950000,0.0018248542910441756,1.380928635597229,184.72,1.43,,,,,
,,,,,,,,,,,,,1970080,348,0.0004283785820007324,182.72,1.38
0.0002955198287963867,0.019567005336284637,7.324219041038305e-05,1,0.01734834350645542,244,0.018678445369005203,1.9973713159561157,1980080,0.025772366672754288,1.3774373531341553,191.64,1.64,,,,,
-0.00963437557220459,0.020921509712934494,0.0001793077972251922,500,0.01741531863808632,260,-0.01766275241971016,1.998563289642334,2020000,0.0014385750982910395,1.3834152221679688,180.9,1.34,,,,,
-0.007470250129699707,0.02118830569088459,0.0001885158708319068,1000,0.017004569992423058,257,-0.022921137511730194,1.9827338457107544,2060000,0.0019438471645116806,1.383967399597168,192.44,1.63,,,,,
,,,,,,,,,,,,,2080080,396,-0.004577279090881348,172.38,1.19
-0.0039937496185302734,0.02356116846203804,5.86847381782718e-05,1,0.017209237441420555,248,-0.05605705454945564,1.9893269538879395,2090080,0.023532947525382042,1.3843812942504883,188.73,1.53,,,,,
0.0006797909736633301,0.019201166927814484,0.00034260828397236764,500,0.017266932874917984,273,0.02566983737051487,1.9955699443817139,2130000,0.024706576019525528,1.38235604763031,182.11,1.37,,,,,
0.00024956464767456055,0.021317576989531517,0.0,1000,0.017324425280094147,275,0.011641198769211769,1.9939839839935303,2170000,0.026429858058691025,1.3822505474090576,182.39,1.4,,,,,
,,,,,,,,,,,,,2190080,443,0.001995861530303955,183.24,1.43
-0.01275026798248291,0.021437015384435654,4.394531060825102e-05,1,0.017177585512399673,287,-0.04614110291004181,1.9925447702407837,2200080,0.004184131510555744,1.384287714958191,179.93,1.31,,,,,
0.000401914119720459,0.021361803635954857,0.000268772681010887,500,0.0174573827534914,282,0.17332272231578827,1.9985003471374512,2240000,0.13287173211574554,1.3852710723876953,179.68,1.37,,,,,
-0.010957956314086914,0.021380113437771797,1.9531251382431947e-05,1000,0.01734430529177189,280,-0.04261796176433563,1.9948475360870361,2280000,0.0037136555183678865,1.385547399520874,179.0,1.27,,,,,
,,,,,,,,,,,,,2300080,481,0.0012685656547546387,181.64,1.35
0.0007077455520629883,0.02446386218070984,5.983911614748649e-05,1,0.01747235469520092,310,0.042690325528383255,1.9961334466934204,2310080,0.036218199878931046,1.3828903436660767,187.33,1.54,,,,,
0.00038826465606689453,0.02488662488758564,5.2520841563818976e-05,500,0.017363961786031723,277,0.1706281304359436,1.9931375980377197,2350000,0.16292068362236023,1.3847105503082275,175.38,1.2,,,,,
7.408857345581055e-05,0.019954560324549675,0.00010210354957962409,1000,0.017214786261320114,276,0.0022620968520641327,1.9940605163574219,2390000,0.027750927954912186,1.386125922203064,183.8,1.41,,,,,
,,,,,,,,,,,,,2410080,393,-0.0045861005783081055,179.23,1.32
-0.0009143352508544922,0.021615512669086456,0.0001979438093258068,1,0.017526935786008835,254,-0.016770703718066216,1.9998681545257568,2420080,0.016368180513381958,1.386085867881775,185.64,1.47,,,,,
1.6868114471435547e-05,0.026776129379868507,9.765625691215973e-06,500,0.0172317735850811,276,0.10769102722406387,1.9928977489471436,2460000,0.08328590542078018,1.3841314315795898,183.77,1.41,,,,,
0.00025910139083862305,0.022693336009979248,0.00019664925639517605,1000,0.017444653436541557,276,0.028753969818353653,1.9988493919372559,2500000,0.08395092189311981,1.384674310684204,193.93,1.66,,,,,
,,,,,,,,,,,,,2520080,411,0.0025954842567443848,182.38,1.37
0.000466763973236084,0.022105399519205093,0.00019623947446234524,1,0.017246104776859283,297,0.11914430558681488,1.993250846862793,2530080,0.09772203862667084,1.3855568170547485,179.28,1.36,,,,,
-0.0050133466720581055,0.01959536410868168,0.0,500,0.017408322542905807,271,-0.02088971994817257,2.001065254211426,2570000,0.0018345732241868973,1.3855940103530884,181.58,1.34,,,,,
0.0011469721794128418,0.022010361775755882,0.00011277586600044742,1000,0.0172894150018692,271,0.1259797364473343,1.9953413009643555,2610000,0.11059341579675674,1.3845629692077637,176.27,1.22,,,,,
,,,,,,,,,,,,,2630080,470,-0.017567038536071777,182.71,1.33
-0.00948488712310791,0.022830763831734657,1.4648435353592504e-05,1,0.01741292141377926,273,-0.023155193775892258,1.9950757026672363,2640080,0.0020394728053361177,1.385761022567749,186.04,1.44,,,,,
-5.960464477539062e-07,0.02657228335738182,0.00031456732540391386,500,0.017185518518090248,280,-0.0020092367194592953,1.991908311843872,2680000,0.01365751214325428,1.3839293718338013,178.94,1.26,,,,,
0.0006471872329711914,0.020409438759088516,2.4786399080767296e-05,1000,0.017445504665374756,280,0.024840543046593666,1.9962551593780518,2720000,0.02475064992904663,1.385219931602478,184.27,1.41,,,,,
,,,,,,,,,,,,,2740080,371,-0.009956836700439453,188.62,1.5
0.0005514025688171387,0.020826255902647972,0.0001232896320289001,1,0.01735866069793701,291,0.044488273561000824,1.9984183311462402,2750080,0.03660738095641136,1.3859859704971313,176.31,1.19,,,,,
0.0002720952033996582,0.023280713707208633,0.0002054716896964237,500,0.01686166413128376,285,0.012756844982504845,1.9848310947418213,2790000,0.02599703148007393,1.3860957622528076,181.29,1.39,,,,,
0.0006862282752990723,0.025872185826301575,9.713067265693098e-05,1000,0.017238585278391838,288,0.02023816667497158,1.9951822757720947,2830000,0.039900027215480804,1.3859285116195679,189.22,1.56,,,,,
,,,,,,,,,,,,,2850080,452,-0.03292548656463623,177.31,1.32
-0.006607413291931152,0.025643646717071533,0.00019185694691259414,1,0.01730070821940899,309,-0.015452402643859386,1.9965436458587646,2860080,0.0007943577948026359,1.3843876123428345,187.16,1.46,,,,,
-0.0028127431869506836,0.022240959107875824,0.00013204517017584294,500,0.017463771626353264,272,-0.024797646328806877,1.9988576173782349,2900000,0.001927973353303969,1.3850202560424805,182.69,1.39,,,,,
-0.000697016716003418,0.022397106513381004,0.00015532101679127663,1000,0.017403511330485344,271,-0.011972146108746529,1.9963915348052979,2940000,0.015588900074362755,1.3859279155731201,188.48,1.49,,,,,
,,,,,,,,,,,,,2960080,441,-0.0050811767578125,179.45,1.29
0.00027638673782348633,0.02602483704686165,0.00019017809245269746,1,0.01751992478966713,238,0.008785110898315907,2.0020484924316406,2970080,0.04251515492796898,1.3856861591339111,176.32,1.25,,,,,
0.0009678006172180176,0.023728597909212112,7.347390055656433e-05,500,0.017269231379032135,275,0.11561316251754761,1.9844169616699219,3010000,0.1114097386598587,1.3834893703460693,180.52,1.37,,,,,
0.00017344951629638672,0.02432202361524105,0.00015328213339671493,1000,0.01741478219628334,276,0.007711815647780895,1.9989664554595947,3050000,0.05643704533576965,1.3850557804107666,194.62,1.62,,,,,
,,,,,,,,,,,,,3070080,369,-0.00745999813079834,181.12,1.31
-0.0012000799179077148,0.02473009005188942,6.333271448966116e-05,1,0.017347607761621475,281,-0.008061446249485016,1.9947618246078491,3080080,4.116938362130895e-05,1.3853075504302979,176.91,1.22,,,,,
0.0007334351539611816,0.026279166340827942,0.0002928813628386706,500,0.017239751294255257,281,0.07682234048843384,1.9941904544830322,3120000,0.06105120852589607,1.3841416835784912,187.05,1.41,,,,,
-0.004805445671081543,0.019503461197018623,8.54656464071013e-05,1000,0.017381982877850533,280,-0.011751948855817318,1.9944970607757568,3160000,0.0007105342810973525,1.3841876983642578,169.77,1.09,,,,,
,,,,,,,,,,,,,3180080,433,-0.00031054019927978516,185.23,1.41
-0.003951907157897949,0.02020396664738655,5.8593741414370015e-05,1,0.017458444461226463,284,-0.015581214800477028,1.9971448183059692,3190080,0.001202889485284686,1.3845148086547852,176.37,1.28,,,,,
0.00011664628982543945,0.021998079493641853,0.00015540208551101387,500,0.017356930300593376,267,-0.0016580879455432296,1.9923756122589111,3230000,0.028163516893982887,1.3832396268844604,173.85,1.2,,,,,
-0.0007212162017822266,0.021539904177188873,0.00150931382086128,1000,0.017247384414076805,267,0.03614191710948944,1.9858429431915283,3270000,0.037272922694683075,1.384802222251892,168.79,1.09,,,,,
,,,,,,,,,,,,,3290080,404,-0.0019757747650146484,177.3,1.27
-0.01730167865753174,0.022901073098182678,0.006165675353258848,1,0.017497729510068893,266,-0.05883963033556938,1.9867976903915405,3300080,0.007887519896030426,1.3856711387634277,168.77,1.07,,,,,
0.003067493438720703,0.026079589501023293,0.0013512035366147757,500,0.01737111434340477,270,0.011798921041190624,1.992783784866333,3340000,0.012322908267378807,1.3842321634292603,175.86,1.24,,,,,
0.01742452383041382,0.019541677087545395,0.002107157139107585,1000,0.01721159927546978,271,-0.015625441446900368,1.983154058456421,3380000,0.0012185691157355905,1.3819990158081055,179.1,1.3,,,,,
,,,,,,,,,,,,,3400080,421,-0.012181878089904785,177.88,1.28
-0.00811910629272461,0.024205539375543594,0.0003053074178751558,1,0.017590515315532684,286,-0.04287911206483841,1.998084306716919,3410080,0.005565048661082983,1.3845137357711792,172.45,1.13,,,,,
-0.01171255111694336,0.023173276335000992,0.0002565330360084772,500,0.017237115651369095,272,-0.056351177394390106,1.9931186437606812,3450000,0.006695351097732782,1.3841454982757568,176.36,1.25,,,,,
0.00026613473892211914,0.02694118395447731,0.000511903956066817,1000,0.017475169152021408,272,-0.002287584124132991,1.9991374015808105,3490000,0.014056295156478882,1.3854490518569946,188.06,1.55,,,,,
,,,,,,,,,,,,,3510080,442,0.00022596120834350586,177.8,1.27
-0.004497170448303223,0.02308589220046997,0.0002379930083407089,1,0.017494741827249527,279,-0.02232864871621132,1.9976527690887451,3520080,0.001804394880309701,1.3855137825012207,184.44,1.4,,,,,
-0.008930325508117676,0.034255221486091614,0.0002477495581842959,500,0.017297934740781784,274,-0.04187515005469322,1.9898523092269897,3560000,0.005322830285876989,1.3856910467147827,183.89,1.4,,,,,
-0.014902353286743164,0.025102967396378517,0.00011331904534017667,1000,0.017400365322828293,274,-0.0709991380572319,1.9992872476577759,3600000,0.00816351454705,1.3860958814620972,184.96,1.43,,,,,
,,,,,,,,,,,,,3620080,422,-0.013419032096862793,184.31,1.42
-0.0061283111572265625,0.02203032746911049,5.1584542234195396e-05,1,0.017437424510717392,284,-0.01334101427346468,2.000063419342041,3630080,0.0007719810819253325,1.3861057758331299,174.62,1.18,,,,,
-0.009860992431640625,0.02684088423848152,0.0001814229181036353,500,0.017392616719007492,279,-0.006639987230300903,1.9977338314056396,3670000,0.00019316704128868878,1.385366439819336,177.05,1.24,,,,,
0.0014230608940124512,0.022037338465452194,1.5036198419693392e-05,1000,0.01743955723941326,278,0.022909093648195267,1.9968616962432861,3710000,0.025297407060861588,1.384927749633789,171.25,1.1,,,,,
,,,,,,,,,,,,,3730080,409,-0.008624076843261719,190.52,1.59
0.000530242919921875,0.02714603766798973,0.0001928125275298953,1,0.017330056056380272,293,0.06373884528875351,1.9971606731414795,3740080,0.07717017829418182,1.3856772184371948,185.03,1.42,,,,,
-0.0056563615798950195,0.023613112047314644,0.00011550733324838802,500,0.01694585382938385,283,-0.022584298625588417,1.990380048751831,3780000,0.0025302604772150517,1.3860714435577393,174.49,1.17,,,,,
-0.0003418922424316406,0.021158108487725258,0.00023299349413719028,1000,0.01748332567512989,282,-0.014248753897845745,1.998861312866211,3820000,0.04630843177437782,1.3859319686889648,180.92,1.33,,,,,
,,,,,,,,,,,,,3840080,444,-0.000708460807800293,179.22,1.29
-0.039699554443359375,0.02301589399576187,0.0001224951265612617,1,0.017267437651753426,301,-0.01023302972316742,1.9931844472885132,3850080,6.870853394502774e-05,1.3859279155731201,184.62,1.42,,,,,
0.0002067089080810547,0.028294051066040993,4.4332835386740044e-05,500,0.01715325191617012,280,-2.4102628231048584e-05,1.9900444746017456,3890000,0.013783266767859459,1.3849270343780518,186.8,1.46,,,,,
-0.0011664628982543945,0.02526908740401268,0.00011624310718616471,1000,0.017380990087985992,280,-0.03365464508533478,1.9962831735610962,3930000,0.03484245762228966,1.3835456371307373,187.87,1.49,,,,,
,,,,,,,,,,,,,3950080,420,-0.0045239925384521484,180.33,1.3
-2.1457672119140625e-06,0.0210111103951931,4.493251253734343e-05,1,0.01742694154381752,272,0.05523233488202095,1.9973472356796265,3960080,0.04761737957596779,1.3836183547973633,182.33,1.34,,,,,
-0.003780961036682129,0.022856343537569046,0.00012005529424641281,500,0.017439447343349457,279,-0.029257724061608315,1.9979724884033203,4000000,0.002654067939147353,1.3854615688323975,184.76,1.48,,,,,
0.0012524724006652832,0.02098635956645012,7.203486893558875e-05,1000,0.017433566972613335,280,0.06912721693515778,1.9969772100448608,4040000,0.062256019562482834,1.3858850002288818,177.26,1.25,,,,,
,,,,,,,,,,,,,4060080,453,-0.008418679237365723,181.17,1.32
-0.023787975311279297,0.02039334550499916,0.0,1,0.017323272302746773,255,-0.014600159600377083,1.9958480596542358,4070080,0.0011111635249108076,1.3853365182876587,185.78,1.44,,,,,
0.0008360743522644043,0.024307139217853546,1.9531251382431947e-05,500,0.017125168815255165,281,0.04975040629506111,1.9927666187286377,4110000,0.04955195635557175,1.3851217031478882,186.44,1.41,,,,,
0.0014666318893432617,0.025446400046348572,9.870180292637087e-06,1000,0.01752353645861149,281,0.16035476326942444,1.9997625350952148,4150000,0.13408033549785614,1.3854435682296753,167.06,1.04,,,,,
,,,,,,,,,,,,,4170080,411,-0.002165555953979492,197.42,1.73
0.0006240010261535645,0.02109573595225811,0.00013874661817681044,1,0.01727069541811943,285,0.1935337483882904,1.9990122318267822,4180080,0.1428341567516327,1.3859620094299316,180.06,1.31,,,,,
-0.020314931869506836,0.026622498407959938,8.266354416264221e-05,500,0.017474045976996422,264,-0.017262987792491913,1.9987733364105225,4220000,0.0014620455913245678,1.38430655002594,181.59,1.4,,,,,
0.00014227628707885742,0.026896879076957703,4.882812845607987e-06,1000,0.01718376949429512,262,0.08954538404941559,1.9934688806533813,4260000,0.08756113052368164,1.3853899240493774,176.25,1.24,,,,,
,,,,,,,,,,,,,4280080,457,-0.13342273235321045,205.31,1.92
-0.001847386360168457,0.026518363505601883,4.7034242015797645e-05,1,0.01733144372701645,273,-0.03835355490446091,1.9952433109283447,4290080,0.00464253593236208,1.3846697807312012,186.05,1.43,,,,,
-0.010156989097595215,0.025643810629844666,7.724394527031109e-05,500,0.0173746757209301,282,-0.008526274934411049,1.9978691339492798,4330000,0.0003426060429774225,1.3837217092514038,180.13,1.27,,,,,
-0.007698774337768555,0.02382858470082283,3.8866048271302134e-05,1000,0.017322538420557976,279,-0.012973537668585777,1.9982757568359375,4370000,0.0007637608214281499,1.3829834461212158,173.54,1.26,,,,,
,,,,,,,,,,,,,4390080,368,-0.001143336296081543,190.57,1.6
-0.00022542476654052734,0.024697106331586838,9.060649608727545e-05,1,0.017179708927869797,285,-0.008010142482817173,1.9926910400390625,4400080,0.014651454985141754,1.3839186429977417,181.2,1.39,,,,,
-0.010395050048828125,0.022890355437994003,4.882812845607987e-06,500,0.01754017546772957,283,-0.037411365658044815,1.997269630432129,4440000,0.004201705567538738,1.3845999240875244,174.93,1.19,,,,,
-0.019693732261657715,0.018371915444731712,0.0002163395838579163,1000,0.017413994297385216,283,-0.009576600976288319,1.999523639678955,4480000,0.0005514380754902959,1.3860329389572144,180.43,1.36,,,,,
,,,,,,,,,,,,,4500080,392,-0.009222745895385742,185.52,1.51
0.0007637143135070801,0.02038801833987236,9.765625691215973e-06,1,0.017346780747175217,298,0.09610839188098907,1.995650291442871,4510080,0.07246116548776627,1.386096715927124,174.88,1.17,,,,,
-0.007498264312744141,0.023410936817526817,6.852819205960259e-05,500,0.017500299960374832,262,-0.046624332666397095,1.9993557929992676,4550000,0.004701089579612017,1.3854478597640991,173.55,1.15,,,,,
-0.015037894248962402,0.026891063898801804,0.00016235791554208845,1000,0.01736290566623211,261,-0.010860888287425041,1.9933993816375732,4590000,0.0006544741918332875,1.3853200674057007,181.61,1.33,,,,,
,,,,,,,,,,,,,4610080,429,-0.0002598762512207031,189.86,1.58
